gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
ACAT1	417904	695	19	175680	37120	0	0	0	0	50	5	3221360	1	1
ACAT2	648197	420	22	159520	36640	0	0	0	0	50	0	2756320	1	1
ACBD3	756400	214	24	217840	40880	0	0	0	0	50	1	2863840	1	1
ACBD4	806811	207	32	156880	17840	0	0	0	0	50	0	2582160	1	1
ACBD5	383472	555	36	223680	36480	0	0	0	0	50	1	2105680	1	1
ACBD6	543108	445	12	119040	21280	0	0	0	0	50	0	2274880	1	1
ACBD7	254900	620	21	38880	6080	0	0	0	0	50	2	1884400	1	1
ACCN1	34504	1007	-15	302560	63040	0	0	0	0	50	1	2673840	1	1
ACCN2	1003045	211	56	239280	43760	0	0	0	0	50	0	2294880	1	1
ACCN3	622098	373	41	232880	47600	0	0	0	0	50	1	2921200	1	1
ACCN4	554323	403	33	263440	62480	0	0	0	0	50	1	2183600	1	1
ACCN5	43787	643	-2	214400	34560	0	0	0	0	50	0	2260160	1	1
ACCS	345807	680	3	209120	40480	0	0	0	0	50	1	2388480	1	1
ACCSL	389604	680	1	238960	43120	0	0	0	0	50	2	2178160	1	1
ACE	874574	267	-20	566960	108720	0	0	0	0	50	2	2367760	1	1
ACE2	179295	NaN	32	342000	55920	0	0	0	0	50	2	2661920	1	1
ACER1	943949	407	31	110640	20080	0	0	0	0	50	0	2080640	1	1
ACER2	496889	421	24	114240	21440	0	0	0	0	50	1	2581040	1	1
ACER3	279729	351	36	114800	20240	0	0	0	0	50	1	2044080	1	1
ACHE	1339207	433	48	252720	66320	0	0	0	0	50	2	2838000	1	1
ACIN1	1261207	185	41	560080	119440	0	0	0	0	50	5	2502800	1	1
ACLY	1857838	191	33	453360	93520	0	0	0	0	42	0	2257760	1	1
ACMSD	275440	496	15	143360	24480	0	0	0	0	50	6	2034480	1	1
ACN9	146007	987	-9	52240	8880	0	0	0	0	50	2	2296080	1	1
ACO1	290567	424	-18	368560	71440	0	0	0	0	50	1	2029760	1	1
ACO2	1474160	162	69	319520	66560	0	0	0	0	50	2	2256880	1	1
ACOT1	NaN	NaN	NaN	163600	40240	0	0	0	0	50	4	4536000	1	1
ACOT11	688014	415	18	273120	55200	0	0	0	0	50	0	2503440	1	1
ACOT12	114956	831	16	231520	44640	0	0	0	0	50	1	1980000	1	1
ACOT13	421216	362	24	58080	13120	0	0	0	0	50	1	2199360	1	1
ACOT2	606300	169	39	187360	46240	0	0	0	0	50	1	2351120	1	1
ACOT4	606300	169	39	165280	38560	0	0	0	0	50	1	2351120	1	1
ACOT6	606300	169	39	85040	15760	0	0	0	0	50	1	2351120	1	1
ACOT7	643590	176	26	187920	41040	0	0	0	0	50	0	2093360	1	1
ACOT8	742720	180	48	132240	26960	0	0	0	0	50	1	1762320	1	1
ACOT9	473183	NaN	48	193680	31440	0	0	0	0	50	0	2274800	1	1
ACOX1	1667990	194	22	297040	55600	0	0	1	0	50	3	3174640	1	1
ACOX2	551037	265	33	279840	56800	0	0	0	0	50	0	2433280	1	1
ACOX3	138504	332	47	287680	59680	0	0	0	0	50	2	2155200	1	1
ACOXL	NaN	NaN	NaN	242400	47360	0	0	0	0	50	4	4543120	1	1
ACP1	304765	624	-18	92560	12080	0	0	0	0	50	0	1928080	1	1
ACP5	1152381	272	31	129360	29360	0	0	0	0	50	0	2307760	1	1
ACP6	NaN	NaN	NaN	178880	33120	0	0	0	0	50	4	4528880	1	1
ACPL2	333903	352	22	198240	35840	0	0	0	0	50	1	2624000	1	1
ACPP	210154	765	13	179680	31520	0	0	0	0	50	5	2454160	1	1
ACPT	652250	593	27	166320	45360	0	0	0	0	50	1	2611840	1	1
ACR	669934	295	41	165040	40720	0	0	0	0	50	1	2340160	1	1
ACRBP	2816983	210	61	223840	43360	0	0	0	0	50	1	2951120	1	1
ACRC	848605	NaN	39	296160	43680	0	0	0	0	50	2	1786160	1	1
ACRV1	564542	595	13	110800	18800	0	0	0	0	50	0	2484080	1	1
ACSBG1	421357	314	52	297440	59200	0	0	0	0	50	0	2278720	1	1
ACSBG2	1332100	417	40	280560	48560	0	0	0	0	50	0	2727200	1	1
ACSF2	1332860	200	23	253840	51440	0	0	0	0	50	1	2812880	1	1
ACSF3	1277584	239	40	228560	54160	0	0	0	0	50	3	2650000	1	1
ACSL1	311713	515	30	291280	57040	0	0	0	0	50	0	2623280	1	1
ACSL3	261505	361	14	300880	54160	0	0	0	0	50	3	2517120	1	1
ACSL4	209488	NaN	44	297200	52880	0	0	0	0	50	2	2776560	1	1
ACSL5	184750	409	-4	311200	56800	0	0	0	0	50	2	2207280	1	1
ACSL6	331471	484	25	311360	61760	0	0	0	0	50	2	2649520	1	1
ACSM1	175989	641	11	238400	47040	0	0	0	0	50	1	2698640	1	1
ACSM2A	181483	823	6	237280	48480	0	0	0	0	50	1	2023680	1	1
ACSM2B	166410	726	-6	237520	48240	0	0	0	0	50	0	2263280	1	1
ACSM3	211686	580	23	266960	49520	0	0	0	0	50	2	2243200	1	1
ACSM5	181483	823	6	235920	50800	0	0	0	0	50	1	2023680	1	1
ACSS1	572146	563	-18	277600	61920	0	0	0	0	50	0	2306000	1	1
ACSS2	1004645	205	44	296240	58480	0	0	0	0	50	0	3045120	1	1
ACSS3	26211	1037	-20	279440	60240	0	0	0	0	50	1	2454800	1	1
ACTA1	243405	361	29	154080	31200	0	0	0	0	50	2	2255680	1	1
ACTA2	181406	267	30	156000	30560	0	0	0	0	50	0	1970720	1	1
ACTBL2	160055	456	3	148800	32480	0	0	0	0	50	0	2042320	1	1
ACTC1	521214	306	-1	154000	31280	0	0	0	0	50	2	2574000	1	1
ACTG1	3582152	268	26	151360	32320	0	0	0	0	50	0	2114400	1	1
ACTG2	1036341	284	45	155360	31040	0	0	0	0	50	3	2927040	1	1
ACTL6A	399933	477	11	182960	32400	0	0	0	0	50	0	2354080	1	1
ACTL6B	1884430	247	60	177760	35520	0	0	0	0	50	0	2722800	1	1
ACTL7A	336944	471	9	172800	36480	0	0	0	0	50	0	2168800	1	1
ACTL8	249962	416	27	145760	31680	0	0	0	0	50	2	2259760	1	1
ACTL9	536422	487	-47	159040	41440	0	0	0	0	50	3	3618640	1	1
ACTN1	609757	344	44	384720	67920	0	0	0	0	50	3	2740400	1	1
ACTN2	427180	682	-10	378640	63760	0	0	0	0	50	0	1646080	1	1
ACTN3	1343990	194	62	374000	72080	0	0	0	0	50	1	2339520	1	1
ACTN4	1596646	322	36	384800	66080	0	0	0	0	50	1	2470000	1	1
ACTR10	291132	545	21	174080	34400	0	0	0	0	50	1	2466480	1	1
ACTR1A	871726	178	41	155120	32240	0	0	0	0	50	1	2495680	1	1
ACTR1B	362146	520	25	153760	33600	0	0	0	0	50	1	2872960	1	1
ACTR2	606183	343	31	166640	31120	0	0	0	0	50	0	3041280	1	1
ACTR3	402980	629	15	176240	31920	0	0	0	0	50	2	2370400	1	1
ACTR3B	190917	535	5	174800	33360	0	0	0	0	50	0	2233840	1	1
ACTR3C	NaN	NaN	NaN	88960	16800	0	0	0	0	50	4	4512560	1	1
ACTR5	358558	551	35	247040	50240	0	0	0	0	50	1	2306800	1	1
ACTR6	184664	650	9	170960	26320	0	0	0	0	50	1	2642240	1	1
ACTR8	128709	552	39	260000	48000	0	0	0	0	50	1	1874000	1	1
ACTRT1	938	NaN	-35	149760	31200	0	0	0	0	50	1	2711920	1	1
ACTRT2	308009	634	19	149360	32400	0	0	1	0	50	2	2206960	1	1
ACVR1	81110	935	2	212080	38480	0	0	0	0	50	1	2508480	1	1
ACVR1B	493265	371	27	222880	45760	0	0	0	0	50	1	1885840	1	1
ACVR1C	79510	911	7	201040	41200	0	0	0	0	50	1	2161440	1	1
ACVR2A	90992	951	-2	215920	37200	0	0	0	0	50	2	2261520	1	1
ACVR2B	337567	514	28	210160	42800	0	0	0	0	50	1	2708080	1	1
ACVRL1	493265	371	27	204560	43120	0	0	1	0	50	1	1885840	1	1
ACY1	1045639	224	36	170000	35280	0	0	0	0	50	1	2090160	1	1
ACY3	1408104	424	60	127600	29840	0	0	0	0	50	1	2137920	1	1
ACYP1	919043	222	47	54160	8400	0	0	0	0	3	0	169840	1	1
ACYP2	619188	448	11	42320	7600	0	0	0	0	50	0	2128320	1	1
ADA	801801	171	42	152640	29120	0	0	0	0	50	0	2367760	1	1
ADAD1	227942	612	-14	241040	43280	0	0	0	0	50	1	2001040	1	1
ADAL	823006	415	50	155600	25840	0	0	0	0	50	0	2790880	1	1
ADAM10	506165	386	31	317840	51280	0	0	0	0	50	1	2336480	1	1
ADAM11	1224408	175	31	319520	66720	0	0	0	0	50	1	2418080	1	1
ADAM12	214443	485	-29	388960	78880	0	0	0	0	50	1	2526800	1	1
ADAM15	1696720	214	44	352000	77120	0	0	0	0	50	2	2881440	1	1
ADAM17	691902	278	38	352960	54560	0	0	0	0	50	2	2573280	1	1
ADAM18	175645	764	4	318560	49120	0	0	0	0	50	1	2326960	1	1
ADAM19	261911	1079	45	378560	76960	0	0	0	0	15	0	651280	1	1
ADAM2	12694	576	-2	318320	48080	0	0	0	0	50	1	3010400	1	1
ADAM20	333836	706	26	318160	55440	0	0	0	0	50	0	2774560	1	1
ADAM21	423685	706	22	294480	52560	0	0	1	0	50	2	2827360	1	1
ADAM22	178742	722	17	401760	68320	0	0	0	0	45	1	1793120	1	1
ADAM23	290387	726	16	353840	62000	0	0	0	0	50	5	2521840	1	1
ADAM28	55817	565	5	342720	52800	0	0	0	0	50	3	2838640	1	1
ADAM29	49942	889	-36	337040	57040	0	0	0	0	50	0	2072880	1	1
ADAM30	390094	560	9	322080	57600	0	0	0	0	50	2	2284080	1	1
ADAM32	347510	612	-5	338960	54640	0	0	0	0	50	0	1875200	1	1
ADAM33	942842	353	32	330960	73520	0	0	0	0	50	1	2481360	1	1
ADAM7	56052	741	6	326080	49920	0	0	0	0	50	3	2565520	1	1
ADAM8	339279	452	-12	343120	54480	0	0	0	0	50	2	2444240	1	1
ADAM9	389317	428	22	346640	60720	0	0	0	0	50	0	2916560	1	1
ADAMDEC1	57540	741	5	199600	34800	0	0	0	0	50	4	2685680	1	1
ADAMTS1	33367	441	-72	391280	78480	0	0	0	0	50	1	1838320	1	1
ADAMTS12	373086	875	7	657840	122800	0	0	1	0	50	2	2410240	1	1
ADAMTS13	1843278	263	33	569120	134240	0	0	0	0	50	1	2507520	1	1
ADAMTS14	546305	566	37	495760	106640	0	0	0	0	50	0	2767760	1	1
ADAMTS15	686411	396	0	372400	88560	0	0	0	0	50	2	2086720	1	1
ADAMTS16	89385	683	-23	502640	99440	0	0	0	0	50	1	2565360	1	1
ADAMTS17	143599	755	-36	445840	94000	0	0	0	0	50	0	2676320	1	1
ADAMTS19	38096	1075	-16	498400	95520	0	0	0	0	50	0	2195840	1	1
ADAMTS2	1496298	677	-4	502400	104800	0	0	0	0	50	2	2903040	1	1
ADAMTS20	126632	906	-21	807200	134240	0	0	0	0	50	0	2303440	1	1
ADAMTS3	70065	633	-15	504160	88480	0	0	0	0	50	0	2694080	1	1
ADAMTS5	33106	441	-79	368880	82480	0	0	0	0	50	1	1726400	1	1
ADAMTS6	275284	480	5	472560	78800	0	0	0	0	50	2	2427680	1	1
ADAMTS7	507164	413	46	666000	158480	0	0	0	0	50	1	2488400	1	1
ADAMTS8	693280	382	-6	351840	80480	0	0	0	0	50	0	2254400	1	1
ADAMTS9	90552	783	-10	810960	143600	0	0	0	0	50	0	3101840	1	1
ADAMTSL2	1869593	315	35	390960	76880	0	0	0	0	50	0	2427760	1	1
ADAMTSL3	112410	888	-7	698480	132240	0	0	0	0	50	0	3143280	1	1
ADAMTSL4	1475649	152	31	429760	109120	0	0	0	0	50	1	2361520	1	1
ADAMTSL5	2122824	221	35	188560	44400	0	0	0	0	50	0	2173680	1	1
ADAP1	737267	310	41	157280	29120	0	0	0	0	50	0	2485120	1	1
ADAP2	594135	209	20	161120	28640	0	0	0	0	50	1	2188160	1	1
ADAR	1927515	403	36	499520	98400	0	0	0	0	50	1	1983520	1	1
ADARB1	596496	250	42	299600	64720	0	0	0	0	50	1	2339040	1	1
ADARB2	284080	633	8	287200	73760	0	0	0	0	50	0	2230000	1	1
ADAT1	449343	354	18	207520	39680	0	0	0	0	50	3	2370480	1	1
ADAT2	299410	495	7	80560	15120	0	0	0	0	50	0	2267440	1	1
ADAT3	NaN	NaN	NaN	131040	37920	0	0	0	0	50	4	4533680	1	1
ADC	756118	264	21	188240	38800	0	0	0	0	50	2	2244000	1	1
ADCK1	427928	517	24	216160	41760	0	0	0	0	50	0	2815920	1	1
ADCK2	354697	567	38	244160	61280	0	0	0	0	50	1	2227440	1	1
ADCK4	1022809	201	31	221280	49280	0	0	0	0	50	2	2025600	1	1
ADCK5	2284602	200	32	233760	54400	0	0	0	0	50	2	2526720	1	1
ADCY1	287931	686	11	445440	104640	0	0	0	0	22	1	1032400	1	1
ADCY10	534611	238	13	687920	105840	0	0	0	0	50	0	2816320	1	1
ADCY2	60911	1014	-22	452160	87680	0	0	0	0	50	3	2552160	1	1
ADCY3	284877	296	37	466400	96320	0	0	0	0	50	1	2013200	1	1
ADCY4	906124	173	39	433680	99760	0	0	0	0	15	2	1019600	1	1
ADCY5	372027	458	42	507200	111680	0	0	1	0	27	3	1528000	1	1
ADCY6	1715886	328	38	470160	104400	0	0	0	0	50	0	2397680	1	1
ADCY7	304156	520	21	438560	95680	0	0	0	0	50	0	2565040	1	1
ADCY8	45406	771	-7	505840	106320	0	0	0	0	50	0	2532160	1	1
ADCY9	740126	140	19	545040	111280	0	0	1	0	50	3	2165440	1	1
ADCYAP1	272034	531	-13	70880	16800	0	0	0	0	50	1	2469680	1	1
ADCYAP1R1	364216	631	7	198400	36640	0	0	0	0	50	1	2166480	1	1
ADD2	659649	592	24	332640	61600	0	0	0	0	50	3	2933040	1	1
ADD3	349258	424	3	293520	54800	0	0	0	0	50	2	2332160	1	1
ADH1A	250334	786	3	154560	31360	0	0	0	0	50	1	2241120	1	1
ADH1B	332785	854	8	153120	32800	0	0	0	0	50	2	2225760	1	1
ADH1C	332785	854	8	153520	32400	0	0	0	0	50	2	2225760	1	1
ADH4	166160	760	1	156240	32080	0	0	0	0	50	1	2486160	1	1
ADH5	192327	549	11	153760	31680	0	0	0	0	50	2	2516000	1	1
ADH6	167884	786	-3	155840	30400	0	0	0	0	50	2	2410880	1	1
ADH7	332944	854	12	169600	34400	0	0	0	0	50	2	1959920	1	1
ADHFE1	259302	268	12	190720	42560	0	0	0	0	50	4	2275600	1	1
ADI1	254699	390	16	75840	12800	0	0	0	0	50	3	2399200	1	1
ADIG	525955	539	39	34960	4880	0	0	0	0	48	0	2497040	1	1
ADIPOQ	449980	384	25	97920	20960	0	0	0	0	50	1	2251360	1	1
ADIPOR2	259057	403	29	160240	30000	0	0	0	0	50	4	2995040	1	1
ADK	622159	598	40	157200	26320	0	0	0	0	50	0	2923360	1	1
ADM	860704	273	12	73440	17760	0	0	0	0	50	1	2719760	1	1
ADM2	1075525	207	42	55600	16560	0	0	0	0	50	1	2524400	1	1
ADNP	386595	367	36	453840	77520	0	0	0	0	50	1	2368240	1	1
ADNP2	477656	572	4	445440	99840	0	0	0	0	50	1	2551840	1	1
ADO	176901	852	32	103920	26160	0	0	0	0	50	0	2623360	1	1
ADORA1	469029	453	37	128160	30080	0	0	0	0	50	0	2242720	1	1
ADORA2A	611616	186	54	160080	38800	0	0	0	0	50	4	2338480	1	1
ADORA2B	931951	350	-33	129520	30960	0	0	0	0	50	3	2637760	1	1
ADORA3	374092	330	27	238480	46960	0	0	0	0	50	0	2444400	1	1
ADPGK	1106545	526	43	197760	44960	0	0	0	0	50	0	2967040	1	1
ADPRH	289679	595	40	145120	28640	0	0	0	0	50	3	1800160	1	1
ADPRHL1	808201	223	49	146960	27600	0	0	0	0	50	2	2342400	1	1
ADPRHL2	853740	282	27	145680	32560	0	0	0	0	50	2	2706720	1	1
ADRA1A	259233	692	3	220880	49520	0	0	0	0	50	2	2248480	1	1
ADRA1B	206270	458	31	200800	49920	0	0	0	0	50	2	3006240	1	1
ADRA1D	805921	428	14	215120	60880	0	0	0	0	50	0	2088800	1	1
ADRA2A	285613	547	-1	175840	47840	0	0	0	0	50	0	1971440	1	1
ADRA2B	792336	366	41	171680	43360	0	0	0	0	50	0	2991200	1	1
ADRA2C	326572	592	36	171760	50800	0	0	0	0	50	0	2350640	1	1
ADRB1	272214	502	25	177120	52640	0	0	0	0	50	0	2278480	1	1
ADRB2	298390	408	22	165360	33360	0	0	0	0	50	0	2357600	1	1
ADRB3	672861	356	25	149600	47360	0	0	0	0	50	0	2452000	1	1
ADRBK1	1369264	177	44	293200	50800	0	0	0	0	50	3	2751200	1	1
ADRM1	990360	252	9	164640	37120	0	0	0	0	50	0	2051040	1	1
ADSL	445026	427	47	202880	38240	0	0	0	0	50	1	2555920	1	1
ADSS	710088	534	2	191280	35760	0	0	0	0	50	1	2828720	1	1
ADSSL1	681504	208	29	228320	51520	0	0	0	0	50	0	1651520	1	1
AEBP1	1151124	282	56	471680	97440	0	0	0	0	50	1	2712000	1	1
AEBP2	152349	339	-21	214480	39920	0	0	0	0	50	0	2314720	1	1
AEN	393645	605	14	129680	28720	0	0	0	0	50	2	2432480	1	1
AES	1092464	195	30	113200	22800	0	0	1	0	25	2	981840	1	1
AFAP1	166375	260	38	334560	67520	0	0	0	0	50	1	2270000	1	1
AFAP1L1	386336	380	25	319920	60720	0	0	0	0	28	0	1402160	1	1
AFAP1L2	303560	299	6	340080	64560	0	0	0	0	50	2	2598800	1	1
AFF1	270752	518	48	500080	100880	0	0	0	0	50	1	2153600	1	1
AFF2	97330	NaN	-13	545200	106160	0	0	0	0	50	1	2353680	1	1
AFF3	353071	868	12	515040	100640	0	0	0	0	43	1	1710880	1	1
AFF4	686574	200	66	482800	88720	0	0	0	0	50	0	1836240	1	1
AFG3L2	492344	214	26	328240	65040	0	0	0	0	50	1	2893360	1	1
AFM	331900	594	3	260320	36960	0	0	0	0	50	4	2337760	1	1
AFMID	605209	191	26	130320	25040	0	0	0	0	50	0	2492080	1	1
AFP	331900	594	3	261280	40800	0	0	0	0	50	4	2337760	1	1
AFTPH	532219	332	21	387680	68320	0	0	0	0	50	4	2558720	1	1
AG2	NaN	NaN	NaN	48560	10480	0	0	0	0	50	4	4506240	1	1
AGA	44980	837	-8	142800	28880	0	0	0	0	50	1	2666000	1	1
AGAP11	401785	164	45	222720	44320	0	0	0	0	50	0	1907680	1	1
AGAP3	616572	337	39	372000	87360	0	0	0	0	50	1	2328880	1	1
AGAP4	136259	NaN	34	269120	53440	0	0	0	0	50	2	2435920	1	1
AGAP5	NaN	NaN	NaN	279760	54800	0	0	0	0	50	4	4550560	1	1
AGAP6	NaN	NaN	NaN	279920	54320	0	0	0	0	50	4	4550080	1	1
AGAP8	NaN	NaN	NaN	269680	52880	0	0	0	0	50	4	4548640	1	1
AGBL2	984490	155	23	382960	61680	0	0	0	0	50	2	2244240	1	1
AGBL3	NaN	NaN	NaN	389840	62480	0	0	0	0	50	4	4558240	1	1
AGBL4	16483	1041	-18	213600	36640	0	0	0	0	50	1	2394880	1	1
AGBL5	1257014	290	34	363360	81760	0	0	0	0	50	2	2274000	1	1
AGER	2119974	392	28	171040	34720	0	0	0	0	50	2	2811520	1	1
AGFG1	194117	353	23	240160	49920	0	0	0	0	50	2	2373760	1	1
AGFG2	1651125	242	60	190720	47680	0	0	0	0	50	1	2530480	1	1
AGGF1	261159	333	30	302480	49040	0	0	0	0	50	1	1916880	1	1
AGK	227799	887	16	178240	34400	0	0	0	0	50	4	2832560	1	1
AGL	289704	595	9	655680	112320	0	0	0	0	50	0	2324560	1	1
AGMAT	656850	162	31	137680	35600	0	0	0	0	50	0	2006000	1	1
AGPAT1	2119974	392	28	112960	27200	0	0	0	0	50	2	2811520	1	1
AGPAT2	1918290	190	56	110880	26560	0	0	0	0	50	0	2330000	1	1
AGPAT3	842264	294	67	154640	31440	0	0	0	0	50	0	2487120	1	1
AGPAT4	74993	874	-5	157840	29200	0	0	0	0	50	1	2473760	1	1
AGPAT5	130932	475	32	152640	27040	0	0	0	0	50	0	2782960	1	1
AGPAT6	365713	496	30	190880	35520	0	0	0	0	50	1	2364000	1	1
AGPAT9	186399	436	21	180080	35760	0	0	0	0	50	1	2089680	1	1
AGPHD1	506023	375	39	155920	26960	0	0	0	0	50	0	2164240	1	1
AGPS	378489	434	26	277040	51760	0	0	0	0	50	0	2570320	1	1
AGR2	361606	385	-7	76080	12880	0	0	0	0	50	1	2417360	1	1
AGR3	360434	376	-15	73280	11360	0	0	0	0	50	1	2236480	1	1
AGRP	1082466	153	49	53920	12160	0	0	0	0	50	2	2480720	1	1
AGT	422372	568	6	191520	44320	0	0	0	0	50	3	2461840	1	1
AGTPBP1	227838	613	9	501680	84080	0	0	0	0	50	0	2500240	1	1
AGTR1	271257	825	-24	144560	28880	0	0	0	0	50	1	2057120	1	1
AGTR2	224760	NaN	7	146160	29200	0	0	0	0	50	0	2507520	1	1
AGTRAP	606580	187	36	87200	8320	0	0	0	0	50	0	2664240	1	1
AGXT	1187158	297	30	158720	36320	0	0	0	0	50	0	2481680	1	1
AGXT2	243997	675	23	213680	41840	0	0	0	0	50	0	2384720	1	1
AGXT2L1	104349	499	21	212160	36160	0	0	0	0	50	3	2190480	1	1
AGXT2L2	672705	448	46	187120	37040	0	0	0	0	50	2	2905680	1	1
AHCY	962066	151	50	177920	35680	0	0	0	0	50	3	2590160	1	1
AHCYL1	660515	373	29	223680	41440	0	0	0	0	50	2	2314480	1	1
AHCYL2	776656	420	44	270160	53040	0	0	0	0	50	0	2582160	1	1
AHDC1	738004	217	25	603200	168000	0	0	0	0	50	1	2912400	1	1
AHNAK	2746294	204	49	2370240	477280	0	0	0	0	2	0	542800	1	1
AHNAK2	854493	205	30	2268320	517600	0	0	0	0	7	0	838160	1	1
AHR	370010	410	2	354160	59760	0	0	0	0	50	2	2307520	1	1
AHRR	808969	399	34	290880	68960	0	0	0	0	50	1	3018240	1	1
AHSA1	504548	359	47	142080	25760	0	0	0	0	50	2	2368640	1	1
AHSA2	704383	371	36	58960	9840	0	0	0	0	31	0	1772000	1	1
AHSG	508316	436	45	146640	34160	0	0	0	0	50	2	3099920	1	1
AHSP	826452	688	-17	43040	7680	0	0	0	0	50	1	2903600	1	1
AICDA	291883	422	15	82480	15920	0	0	0	0	50	4	2298000	1	1
AIDA	222206	392	1	133360	19760	0	0	0	0	50	0	3054960	1	1
AIF1	2517285	220	35	90640	16240	0	0	0	0	50	1	2619840	1	1
AIF1L	829407	293	36	77040	11760	0	0	0	0	50	0	3102160	1	1
AIFM1	379257	NaN	58	270000	57520	0	0	0	0	50	1	1937440	1	1
AIFM2	484729	425	25	150240	34400	0	0	0	0	50	1	2424960	1	1
AIFM3	577297	192	58	252880	53040	0	0	0	0	50	3	2448000	1	1
AIG1	298429	699	13	99840	18400	0	0	0	0	50	4	2166480	1	1
AIM1	220264	271	41	702560	137120	0	0	0	0	35	2	1644880	1	1
AIM2	97976	866	8	143200	25120	0	0	0	0	50	1	2464720	1	1
AIMP1	158895	711	5	140320	25920	0	0	0	0	50	2	2635040	1	1
AIMP2	NaN	NaN	NaN	129280	26720	0	0	0	0	50	4	4522480	1	1
AIP	1392213	215	53	135920	26160	0	0	0	0	50	1	1831120	1	1
AIPL1	249769	359	6	156560	31760	0	0	0	0	50	1	2138880	1	1
AIRE	1153513	308	65	253280	62880	0	0	0	0	50	0	2204800	1	1
AJAP1	5695	921	4	158560	42400	0	0	0	0	50	1	2558880	1	1
AK1	1278941	201	51	80720	16720	0	0	0	0	50	2	2610640	1	1
AK2	807536	233	27	100400	19760	0	0	0	0	50	0	2700800	1	1
AK3	231882	608	30	91840	20160	0	0	0	0	50	0	2203440	1	1
AK3L1	280010	351	-9	92720	17360	0	0	0	0	50	1	2339920	1	1
AK5	484699	536	-8	237840	40720	0	0	0	0	50	0	1724320	1	1
AK7	328475	560	14	308000	50720	0	0	0	0	50	1	2556480	1	1
AKAP1	413131	258	-6	362320	78000	0	0	0	0	50	0	2675440	1	1
AKAP10	545359	348	-11	277600	49600	0	0	0	0	50	0	2382000	1	1
AKAP11	183147	411	51	785760	134240	0	0	0	0	0	0	134240	1	1
AKAP12	340429	383	11	718080	144000	0	0	0	0	11	0	687840	1	1
AKAP14	772178	NaN	38	86640	13040	0	0	0	0	50	0	2623760	1	1
AKAP2	NaN	NaN	NaN	378160	79600	0	0	0	0	50	4	4575360	1	1
AKAP3	277828	874	18	344640	66880	0	0	0	0	50	1	2367120	1	1
AKAP4	56301	NaN	5	353360	60240	0	0	0	0	50	0	2958640	1	1
AKAP5	670466	221	54	174240	31200	0	0	0	0	50	5	2704240	1	1
AKAP6	127586	715	-10	953440	168480	0	0	0	0	50	1	3211920	1	1
AKAP7	165730	682	15	158240	22720	0	0	0	0	50	1	1831680	1	1
AKAP8	494792	481	28	286880	54400	0	0	0	0	50	0	2677600	1	1
AKAP8L	509601	481	30	270160	49360	0	0	0	0	50	1	2798960	1	1
AKD1	345757	686	21	822480	122480	0	0	0	0	50	3	3022160	1	1
AKIRIN1	681587	318	30	78720	16480	0	0	0	0	50	0	2566320	1	1
AKIRIN2	235638	346	33	82800	17680	0	0	0	0	50	1	2177840	1	1
AKNA	218424	360	14	566560	137440	0	0	0	0	10	0	426800	1	1
AKNAD1	801073	236	8	352160	58720	0	0	0	0	50	1	2375440	1	1
AKR1A1	873800	161	27	134240	27680	0	0	0	0	50	0	2490560	1	1
AKR1B1	328321	415	9	135120	23120	0	0	0	0	50	2	2547520	1	1
AKR1B10	403585	319	21	134800	23120	0	0	0	0	50	1	2540160	1	1
AKR1B15	403585	319	21	147600	24400	0	0	0	0	50	1	2540160	1	1
AKR1C1	343868	608	-13	135920	24720	0	0	0	0	50	0	1754880	1	1
AKR1C2	343868	608	-13	143760	25680	0	0	0	0	50	0	1754880	1	1
AKR1C3	438967	678	-14	136800	24160	0	0	0	0	50	0	1757360	1	1
AKR1C4	630098	678	-21	136880	24080	0	0	0	0	50	0	1974080	1	1
AKR1D1	220333	478	16	138560	23840	0	0	0	0	50	4	2038160	1	1
AKR1E2	287187	559	-13	136560	23280	0	0	0	0	50	1	1913440	1	1
AKR7A2	810462	448	40	145040	31920	0	0	0	0	50	0	1964240	1	1
AKR7A3	810462	448	40	135120	28400	0	0	0	0	50	0	1964240	1	1
AKR7L	799326	448	35	141840	21360	0	0	0	0	50	1	2760560	1	1
AKT1	711772	247	36	202720	36480	0	0	0	0	50	1	2125120	1	1
AKT1S1	1673246	205	37	99200	26720	0	0	0	0	50	1	2468240	1	1
AKT2	1005838	400	30	202000	37680	0	0	0	0	50	0	2081520	1	1
AKT3	208930	954	-4	213440	32960	0	0	0	0	50	0	2286080	1	1
AKTIP	247554	403	8	122960	23440	0	0	0	0	50	3	2246800	1	1
ALAD	390186	297	36	136160	29760	0	0	0	0	50	0	2176240	1	1
ALAS1	1114737	181	52	261200	52880	0	0	0	0	50	2	2622960	1	1
ALAS2	245504	NaN	8	250400	50400	0	0	0	0	50	2	2552880	1	1
ALB	315782	613	8	261520	40560	0	0	0	0	50	0	2481520	1	1
ALCAM	165047	784	-3	245600	44320	0	0	0	0	50	2	2414640	1	1
ALDH16A1	2173457	290	44	309840	85840	0	0	0	0	50	1	2344000	1	1
ALDH18A1	369001	454	26	326400	66560	0	0	0	0	50	0	2900800	1	1
ALDH1A1	344512	542	1	208480	40480	0	0	0	0	50	3	2674160	1	1
ALDH1A2	187239	674	-1	214560	42880	0	0	0	0	50	0	2367920	1	1
ALDH1B1	272380	622	3	203520	45760	0	0	0	0	50	1	2104240	1	1
